id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,speed,sim,f_camera,camera,memory,screen,wifi,price
746,1884,0.8,185,451,819,3619,14,8,7,No,4,medium,Dual,7.0,18.0,43225,Touch,g,1451.9
747,1648,0.9,142,1119,1238,1184,6,2,2,Yes,4,low,Single,1.0,3.0,17506,LCD,b,855.43
748,798,0.2,96,526,643,2965,15,7,14,No,3,high,Single,5.0,9.0,4230,Touch,none,522.32
749,802,0.8,157,1299,1633,3713,8,3,8,Yes,2,high,Dual,1.0,9.0,45639,LCD,none,979.57
750,1276,0.3,130,217,735,3798,19,10,8,Yes,3,high,Dual,2.0,3.0,53864,Touch,a,938.19
751,1331,0.5,165,1109,1226,1026,13,5,20,Yes,3,medium,Single,,7.0,16478,LCD,b,795.61
752,1620,0.9,186,434,1339,1086,18,14,13,No,3,high,Dual,6.0,18.0,5002,LCD,none,754.64
753,1996,0.4,122,671,1445,2236,8,7,12,No,4,high,Single,5.0,9.0,51277,LCD,a,1238.08
754,1092,0.8,185,1404,1424,1303,12,3,20,No,2,high,Dual,8.0,10.0,45491,Touch,b,570.93
755,1018,0.1,155,856,883,3048,10,3,2,Yes,2,low,Dual,7.0,18.0,63244,LCD,a,720.56
756,545,0.3,131,381,1452,616,15,6,19,No,4,low,Single,,1.0,12079,Touch,b,689.69
757,554,0.1,105,85,806,3764,10,7,4,Yes,2,medium,Single,,10.0,12504,Touch,a,864.21
758,1264,0.2,171,562,849,419,7,4,3,No,4,high,Dual,2.0,3.0,34782,Touch,b,745.41
759,1030,0.2,138,1111,1812,2858,6,2,18,No,4,medium,Dual,3.0,20.0,58547,Touch,a,912.79
760,1432,0.3,164,209,947,504,14,4,10,Yes,4,medium,Dual,6.0,18.0,39329,Touch,none,559.31
761,558,0.8,142,997,1605,392,10,5,8,Yes,4,high,Single,1.0,4.0,49720,Touch,b,701.42
762,829,0.6,129,91,1916,820,12,6,11,No,3,low,Single,,1.0,56373,LCD,a,597.67
763,1741,0.7,143,730,1895,3387,11,3,3,Yes,3,medium,Single,,,14117,LCD,none,1172.26
764,1849,0.4,144,606,1123,3447,14,11,19,Yes,4,high,Single,7.0,19.0,15676,LCD,n,891.75
765,733,0.2,174,445,1409,1403,15,8,2,No,4,medium,Single,5.0,10.0,7598,Touch,none,676.38
766,1872,0.5,80,286,1484,2295,15,11,16,Yes,2,low,Dual,,2.0,16224,LCD,b,825.8
767,1853,0.3,197,985,1005,1973,10,2,8,No,3,low,Dual,1.0,13.0,27577,LCD,a,966.73
768,1149,0.2,106,1617,1675,3755,17,14,8,Yes,3,medium,Single,4.0,5.0,30346,LCD,none,1267.62
769,891,0.3,196,375,1724,2073,7,1,10,No,4,low,Dual,9.0,19.0,25453,LCD,a,906.84
770,1911,0.6,163,1795,1958,3872,9,8,11,Yes,4,medium,Single,7.0,8.0,64476,Touch,none,1256.66
771,550,0.1,145,486,1930,302,18,5,8,Yes,4,low,Single,16.0,17.0,23252,LCD,none,674.41
772,576,0.1,121,757,1518,1519,18,6,8,No,4,low,Single,,4.0,27928,LCD,g,754.86
773,1760,0.8,198,273,1704,2549,10,8,4,No,4,medium,Single,1.0,2.0,50222,Touch,none,1112.21
774,969,0.3,124,491,589,404,18,5,19,No,3,high,Single,,,45322,LCD,b,582.84
775,1160,0.7,166,762,859,595,18,4,15,No,4,medium,Single,1.0,2.0,63109,LCD,n,709.77
776,827,0.9,160,448,821,1663,14,0,17,No,4,medium,Dual,2.0,16.0,18305,Touch,a,906.76
777,1786,0.7,161,231,1671,2764,9,3,7,No,4,low,Single,9.0,10.0,58848,Touch,a,1242.97
778,774,0.4,136,1713,1865,2614,7,0,14,Yes,4,low,Dual,2.0,4.0,8112,Touch,g,1247.09
779,819,0.2,83,438,822,1094,10,5,15,Yes,4,high,Dual,,1.0,11173,LCD,none,722.73
780,1042,0.6,139,68,1018,2826,18,0,2,No,4,medium,Single,15.0,16.0,11291,LCD,none,877.82
781,1368,0.2,97,698,829,2496,13,6,5,No,2,high,Dual,10.0,18.0,50673,Touch,b,730.71
782,1592,0.1,181,510,522,2103,19,8,7,No,4,medium,Single,6.0,17.0,50246,LCD,none,977.96
783,1067,0.2,146,965,1009,966,5,0,13,No,2,medium,Dual,11.0,15.0,14535,LCD,b,651.55
784,1892,0.4,110,1399,1564,2172,17,14,3,Yes,3,low,Single,5.0,10.0,47587,Touch,n,1037.47
785,915,0.6,187,532,1448,905,19,10,12,No,2,medium,Single,6.0,17.0,56599,Touch,none,612.82
786,774,0.9,124,8,896,3916,8,1,12,Yes,4,high,Single,7.0,18.0,55029,Touch,none,1135.74
787,1848,0.7,179,154,605,3902,11,9,3,Yes,4,medium,Dual,2.0,10.0,42487,LCD,b,822.52
788,1501,0.2,187,198,1056,2487,13,12,16,No,4,medium,Single,12.0,15.0,2579,Touch,b,950.02
789,1614,0.3,188,860,1330,3914,17,13,13,No,4,medium,Single,8.0,17.0,55527,LCD,none,923.29
790,911,0.1,181,461,670,363,9,5,17,Yes,2,high,Single,,1.0,46595,Touch,none,405.99
791,1520,0.7,199,109,1909,3233,13,3,4,No,4,low,Single,1.0,8.0,24442,LCD,g,1482.91
792,1647,0.3,102,193,1185,2532,16,14,15,No,4,medium,Dual,3.0,15.0,38317,LCD,a,940.93
793,1347,0.8,108,961,1008,3836,15,3,14,No,4,low,Dual,8.0,15.0,53564,LCD,g,1503.24
794,967,0.6,92,243,1642,3076,7,4,18,Yes,2,medium,Single,4.0,9.0,25151,Touch,a,822.55
795,1442,0.7,145,1626,1668,1513,11,8,7,No,4,medium,Single,,3.0,56980,Touch,none,1024.07
796,1204,0.3,199,480,1482,1724,11,2,19,Yes,3,high,Single,,3.0,10637,LCD,none,781.02
797,1320,0.6,144,123,1229,542,11,1,14,No,4,medium,Dual,,2.0,41763,Touch,none,688.14
798,1800,0.4,100,400,823,3481,10,8,8,Yes,4,low,Single,2.0,6.0,8277,LCD,b,655.0
799,1567,0.8,153,190,1326,3991,15,2,10,No,3,medium,Dual,3.0,19.0,22703,LCD,none,1060.25
800,1439,0.8,147,626,932,1790,19,12,15,No,4,low,Single,12.0,17.0,20493,LCD,n,889.23
801,1422,0.1,112,1,926,509,19,1,3,No,3,medium,Single,15.0,17.0,3349,Touch,b,618.35
802,1591,1.0,161,548,1641,282,10,9,14,Yes,4,medium,Dual,4.0,16.0,52499,Touch,n,825.93
803,880,0.6,198,632,660,3006,6,4,3,No,3,medium,Single,2.0,19.0,6259,LCD,none,665.74
804,1929,1.0,163,349,1051,1913,12,7,6,Yes,4,low,Dual,,2.0,19814,Touch,none,866.78
805,1642,0.4,102,1686,1889,1333,18,0,2,Yes,2,medium,Dual,,2.0,5215,LCD,n,968.9
806,1511,0.2,114,1455,1982,3746,10,0,5,No,3,high,Dual,3.0,18.0,21244,LCD,none,1126.65
807,1312,0.6,163,95,893,3941,6,2,13,No,4,medium,Single,5.0,9.0,10570,Touch,a,894.65
808,1852,0.7,196,580,1163,3970,13,1,11,No,4,medium,Single,4.0,18.0,10039,LCD,a,1192.0
809,972,0.7,82,297,589,3925,7,6,7,Yes,2,medium,Single,8.0,10.0,44377,Touch,none,1172.43
810,691,0.9,108,951,962,424,5,3,15,Yes,4,high,Dual,4.0,8.0,33377,Touch,n,748.3
811,807,0.3,158,667,697,1284,17,13,2,No,2,low,Single,9.0,20.0,8691,Touch,a,429.68
812,1113,0.3,145,1047,1312,277,11,2,12,No,3,low,Dual,,10.0,25718,LCD,b,514.65
813,721,0.9,125,408,1862,1713,10,3,4,Yes,2,medium,Dual,10.0,18.0,16581,Touch,b,630.79
814,1188,0.3,198,1150,1469,485,12,7,7,Yes,2,medium,Dual,,2.0,54445,Touch,none,546.64
815,1512,0.1,131,333,952,3002,6,5,7,Yes,2,low,Single,1.0,14.0,52379,LCD,a,982.93
816,805,0.1,97,641,704,418,11,6,17,Yes,2,low,Single,,14.0,64676,Touch,b,451.37
817,918,0.1,123,653,671,1652,17,4,14,No,3,low,Dual,1.0,5.0,8290,Touch,none,593.27
818,1320,0.2,168,103,1583,2893,8,5,9,No,2,low,Dual,7.0,16.0,48865,LCD,n,791.99
819,1236,0.1,188,517,809,1406,14,12,20,No,4,low,Dual,2.0,14.0,57693,LCD,n,1005.3
820,1387,0.5,98,785,1151,629,5,3,11,No,4,low,Single,,,61293,Touch,none,805.64
821,1883,0.5,95,531,791,3724,16,15,20,Yes,4,high,Dual,6.0,10.0,30167,Touch,a,1134.23
822,839,0.4,175,564,1391,3835,15,8,11,No,3,medium,Dual,,3.0,14445,LCD,none,908.09
823,1593,0.7,130,761,1336,1354,15,13,13,Yes,4,medium,Single,,,52763,Touch,n,916.62
824,1722,0.8,88,1179,1638,2376,5,1,19,Yes,2,medium,Single,7.0,19.0,25603,LCD,b,653.69
825,1954,0.9,126,673,690,3438,17,12,13,No,3,low,Dual,8.0,9.0,7972,LCD,none,1081.72
826,1788,0.3,150,472,1073,2655,12,2,4,Yes,4,low,Dual,15.0,20.0,2359,LCD,g,1076.98
827,1628,0.9,101,412,643,3361,16,10,13,No,4,low,Single,5.0,8.0,33559,LCD,none,1302.76
828,1965,1.0,84,977,1660,3535,17,0,16,No,4,low,Single,6.0,9.0,4173,Touch,g,1449.76
829,833,0.9,124,359,1395,2150,9,5,7,Yes,2,medium,Single,4.0,6.0,27350,Touch,a,589.95
830,571,0.5,141,224,783,2587,7,5,18,No,4,low,Single,1.0,8.0,43417,LCD,none,783.2
831,1808,0.5,92,714,1208,2736,9,1,8,Yes,2,low,Dual,1.0,16.0,31828,LCD,a,835.77
832,1860,0.7,83,195,799,676,15,0,4,No,4,low,Dual,2.0,3.0,55443,LCD,n,883.46
833,1368,0.1,115,843,1145,2941,13,12,17,Yes,2,medium,Dual,4.0,7.0,9013,Touch,none,844.21
834,1161,0.6,126,308,1169,3336,6,4,14,No,4,medium,Dual,,12.0,21752,LCD,g,1143.6
835,1224,1.0,157,522,563,3796,10,5,13,Yes,3,medium,Single,9.0,18.0,33532,Touch,none,1118.45
836,902,0.7,122,364,1360,3654,18,8,15,Yes,2,low,Dual,,14.0,62649,Touch,g,930.7
837,787,0.6,93,806,1423,2934,8,6,14,Yes,3,low,Single,15.0,16.0,11285,LCD,b,678.25
838,854,0.5,125,518,1152,2889,5,2,11,No,2,low,Single,2.0,5.0,30686,LCD,n,779.16
839,1184,0.6,191,519,1577,3315,17,7,14,No,4,medium,Dual,1.0,6.0,48326,Touch,g,1081.09
840,1973,0.8,152,792,1181,1993,9,0,5,No,4,medium,Dual,5.0,6.0,39738,LCD,none,1021.2
841,510,0.8,120,382,1228,2509,17,2,11,No,2,medium,Dual,3.0,6.0,35585,Touch,g,851.32
842,966,0.5,118,214,1523,3534,18,17,11,No,4,medium,Single,8.0,10.0,34557,Touch,n,988.04
843,1438,0.6,169,859,867,2246,14,11,15,Yes,2,medium,Single,3.0,7.0,16242,LCD,none,803.41
844,1986,0.4,95,342,774,3165,5,0,13,No,3,low,Single,7.0,9.0,51771,LCD,none,1030.75
845,1907,0.9,105,713,1513,286,14,4,17,No,3,medium,Single,13.0,15.0,55298,LCD,b,788.35
846,1489,0.6,200,172,812,776,7,6,8,No,2,high,Dual,8.0,16.0,32722,LCD,none,449.88
847,1843,0.7,134,118,580,3213,15,14,15,Yes,4,medium,Dual,13.0,18.0,16436,Touch,none,1012.41
848,825,0.4,94,540,783,716,11,4,14,Yes,2,medium,Single,11.0,18.0,38469,Touch,none,439.22
849,1286,0.1,98,18,662,424,10,5,4,Yes,4,high,Single,10.0,18.0,16368,Touch,none,757.52
850,840,0.8,137,987,1081,3486,12,8,18,No,4,low,Single,,19.0,63360,Touch,none,878.51
851,757,0.2,163,535,697,3237,19,12,9,No,4,high,Dual,5.0,7.0,58967,LCD,g,839.32
852,814,0.8,177,1092,1406,1944,16,6,12,Yes,3,medium,Dual,2.0,10.0,41340,LCD,none,860.89
853,1195,0.9,80,327,1001,643,14,2,19,Yes,4,medium,Dual,2.0,6.0,8782,LCD,none,824.22
854,767,0.5,107,517,1995,2317,6,0,12,No,4,low,Single,7.0,12.0,10614,Touch,b,1004.92
855,1068,0.1,97,994,1500,1436,16,1,15,No,4,medium,Single,6.0,7.0,52428,LCD,none,717.88
856,994,0.5,173,491,530,3190,5,2,20,Yes,3,high,Dual,,3.0,56558,Touch,n,793.0
857,1550,0.8,133,268,832,2338,16,1,15,Yes,2,high,Single,6.0,11.0,21408,Touch,none,802.62
858,1878,0.6,85,210,1026,1334,18,7,2,Yes,2,low,Single,9.0,19.0,28936,LCD,none,650.63
859,623,0.1,127,144,672,3657,17,3,19,No,3,medium,Single,2.0,4.0,6816,Touch,none,823.72
860,1829,0.4,160,729,1267,2080,16,11,12,Yes,4,low,Single,,7.0,15432,LCD,b,844.42
861,525,0.8,190,82,670,1609,16,11,3,No,2,high,Dual,11.0,20.0,36030,LCD,none,430.64
862,1065,0.7,89,188,928,3078,10,1,18,Yes,4,low,Single,,2.0,13997,LCD,g,1201.26
863,1425,0.7,127,150,1897,590,13,2,6,No,4,medium,Single,9.0,14.0,35799,Touch,n,803.32
864,1296,0.2,129,1222,1382,2552,19,8,10,No,3,medium,Dual,3.0,4.0,11226,Touch,b,670.13
865,642,0.8,197,331,1011,3355,12,5,13,No,2,high,Single,3.0,15.0,34624,LCD,none,1153.23
866,1664,0.5,177,1178,1929,1968,12,7,9,Yes,4,high,Dual,9.0,19.0,15074,LCD,none,1053.77
867,1498,0.1,170,347,1076,3358,7,3,19,Yes,4,low,Single,3.0,4.0,8464,LCD,none,1276.69
868,981,0.1,136,75,688,1539,19,12,19,Yes,2,medium,Dual,,7.0,2556,LCD,none,508.48
869,1236,0.3,143,492,1403,942,16,12,14,Yes,4,high,Single,6.0,18.0,32239,Touch,a,798.41
870,1673,0.1,187,65,734,3669,9,1,10,No,3,high,Dual,7.0,10.0,9104,LCD,b,1073.09
871,712,0.8,172,881,1234,3612,13,5,4,Yes,4,medium,Single,6.0,14.0,9543,LCD,none,893.89
872,569,0.8,170,351,1159,2351,8,7,10,Yes,4,low,Dual,10.0,19.0,4404,Touch,none,760.67
873,603,0.2,156,1842,1968,604,10,4,8,Yes,4,low,Dual,,,64561,Touch,g,874.23
874,1332,0.5,187,758,1165,1285,5,0,9,No,3,low,Dual,2.0,4.0,11488,Touch,none,719.35
875,1413,0.1,128,1323,1481,515,5,0,18,No,4,low,Single,,,13462,Touch,none,904.34
876,1064,0.2,184,1175,1569,654,16,13,6,No,4,high,Dual,1.0,13.0,34541,LCD,none,712.1
877,1444,0.5,82,1092,1554,2540,17,2,15,No,3,low,Single,2.0,17.0,48627,Touch,g,846.64
878,1366,0.2,161,647,1876,3869,17,5,14,Yes,4,medium,Dual,5.0,9.0,53216,LCD,a,1175.4
879,906,0.1,136,1102,1793,3412,13,8,16,No,3,medium,Dual,7.0,11.0,18318,LCD,none,886.78
880,1554,0.7,185,319,1367,509,12,3,19,No,4,high,Dual,3.0,12.0,47357,LCD,none,774.87
881,1187,0.2,122,215,1125,2547,10,3,5,No,4,high,Single,,6.0,21571,Touch,none,898.42
882,1156,0.9,173,945,1913,2735,16,15,13,Yes,4,high,Dual,1.0,16.0,30703,LCD,g,1000.69
883,1918,0.3,139,381,1203,1369,9,6,6,No,2,high,Single,1.0,5.0,22506,Touch,b,812.64
884,841,0.1,199,546,828,2942,11,5,16,Yes,2,low,Dual,8.0,13.0,39189,Touch,a,746.91
885,730,0.9,167,1096,1155,2812,10,1,17,Yes,2,medium,Dual,6.0,10.0,6513,LCD,none,487.72
886,878,0.5,153,575,618,3497,9,7,11,Yes,4,medium,Single,13.0,18.0,31411,Touch,none,1146.87
887,1059,0.7,182,519,1545,619,5,3,18,No,2,low,Dual,,1.0,50817,Touch,a,490.86
888,1578,0.9,200,342,670,3483,17,4,16,No,3,high,Single,8.0,20.0,3465,LCD,none,962.33
889,1829,0.8,112,291,563,1475,11,4,7,No,2,medium,Single,,1.0,36791,LCD,none,535.2
890,1132,0.1,157,1091,1293,1950,11,2,6,No,2,medium,Single,,4.0,8279,Touch,b,632.16
891,1652,1.0,198,352,1084,3592,7,6,6,No,4,low,Dual,4.0,6.0,40272,LCD,none,1004.64
892,912,0.3,107,165,1723,3573,17,3,20,No,3,low,Dual,,1.0,58675,Touch,none,801.41
893,1181,0.6,116,385,831,2020,6,0,18,No,4,high,Single,12.0,16.0,61365,Touch,none,818.94
894,1497,0.7,92,1920,1933,1329,6,1,7,Yes,3,low,Single,5.0,9.0,32308,Touch,none,969.04
895,1790,0.5,100,396,1980,3568,6,2,18,Yes,4,high,Dual,3.0,11.0,49556,LCD,g,1274.44
896,1742,0.8,100,1134,1469,1947,5,4,6,Yes,3,medium,Single,3.0,9.0,49038,LCD,g,1049.39
897,1549,0.4,158,721,1514,1998,12,7,15,Yes,3,low,Single,4.0,7.0,9080,Touch,none,706.92
898,1372,0.4,193,687,937,725,11,3,20,Yes,3,high,Single,7.0,17.0,34396,LCD,none,663.5
899,1112,0.9,190,777,1119,3302,11,0,20,No,4,low,Single,,6.0,12273,Touch,a,938.03
900,1005,0.4,133,176,1556,3884,17,0,20,No,2,low,Single,,17.0,46267,Touch,a,1159.51
901,783,0.3,150,458,1263,1185,15,4,6,Yes,4,medium,Dual,9.0,11.0,26913,Touch,a,797.0
902,1698,0.4,105,485,1819,1656,5,3,17,No,4,high,Single,10.0,18.0,26491,LCD,g,880.48
903,899,0.3,192,641,1638,2870,19,16,10,Yes,4,high,Single,3.0,11.0,53820,LCD,a,759.61
904,1062,0.2,151,798,1435,911,14,2,9,No,2,medium,Single,3.0,4.0,45401,LCD,none,560.36
905,989,0.2,166,256,1394,3892,18,7,19,Yes,3,medium,Single,4.0,19.0,17592,Touch,none,890.55
906,1983,0.6,125,370,1197,3897,12,10,10,Yes,4,medium,Dual,6.0,11.0,27745,Touch,a,1018.95
907,1800,0.3,87,191,1108,656,14,10,18,Yes,2,high,Single,5.0,12.0,53395,LCD,a,587.73
908,1254,0.4,146,1571,1956,606,7,2,2,No,4,medium,Single,,3.0,45751,Touch,g,1071.4
909,868,0.8,83,276,1026,1653,11,7,17,No,3,medium,Single,,,30595,LCD,none,648.56
910,1205,0.6,175,573,614,860,14,1,14,No,3,low,Dual,3.0,6.0,12167,LCD,a,677.6
911,1284,0.9,155,160,516,2197,16,2,9,Yes,2,high,Dual,,14.0,10781,Touch,a,497.11
912,626,0.5,187,90,1334,3458,7,5,11,No,4,low,Dual,2.0,9.0,23218,LCD,b,689.07
913,1763,0.2,101,138,806,2066,12,9,17,No,4,high,Dual,1.0,20.0,53688,Touch,a,704.12
914,694,0.4,193,983,1230,3676,12,8,5,Yes,3,medium,Dual,15.0,20.0,36505,LCD,n,1320.02
915,1265,0.5,90,275,687,1518,16,11,8,No,4,low,Dual,4.0,5.0,49353,LCD,a,637.51
916,816,0.9,198,149,558,1018,17,10,15,Yes,3,low,Single,4.0,13.0,14976,LCD,none,603.22
917,904,0.4,168,42,507,1360,15,12,11,No,4,medium,Single,3.0,4.0,35623,LCD,none,633.84
918,979,0.5,164,793,1670,3449,5,2,14,No,4,low,Dual,,2.0,5726,LCD,none,995.1
919,1531,0.4,162,625,765,2524,13,11,7,No,4,medium,Single,,1.0,60627,LCD,none,1228.57
920,934,0.7,182,521,1190,703,10,8,7,No,2,medium,Dual,2.0,15.0,30344,LCD,a,455.56
921,1624,1.0,200,1530,1744,1251,13,4,18,Yes,2,high,Dual,,11.0,58795,Touch,a,514.04
922,874,0.5,185,442,1248,582,6,4,15,No,2,medium,Single,5.0,20.0,8815,LCD,none,483.34
923,1027,0.8,102,152,714,1732,8,5,13,Yes,2,medium,Single,,4.0,63220,Touch,b,558.76
924,1966,0.2,144,1242,1973,1252,6,4,19,No,4,low,Dual,15.0,16.0,48500,Touch,a,992.39
925,1048,1.0,182,29,1670,2146,11,10,2,Yes,4,medium,Single,2.0,4.0,29564,LCD,none,896.81
926,1496,0.1,126,501,506,1927,17,4,6,Yes,2,medium,Dual,13.0,14.0,38415,LCD,a,659.36
927,959,0.4,155,87,736,3328,10,9,10,Yes,3,medium,Single,15.0,16.0,13659,Touch,g,1265.02
928,1349,0.1,105,648,1019,2462,15,7,17,Yes,3,medium,Dual,5.0,7.0,55107,LCD,a,635.61
929,1689,0.9,168,521,674,1172,12,11,17,Yes,4,high,Dual,,9.0,13213,Touch,a,674.87
930,1558,0.1,146,120,1409,3598,9,2,12,Yes,4,high,Single,,1.0,27578,LCD,a,1056.08
931,582,0.2,168,985,1420,2437,19,2,2,No,3,low,Dual,3.0,10.0,27519,Touch,n,945.77
932,1485,0.1,138,341,774,3271,14,12,8,No,4,high,Single,3.0,14.0,44674,Touch,none,978.38
933,1991,0.7,94,751,1377,1511,17,8,9,Yes,2,medium,Single,11.0,12.0,9549,LCD,none,857.72
934,553,0.5,119,993,1517,2981,7,3,14,No,4,low,Dual,2.0,3.0,23494,LCD,none,1239.45
935,1231,0.9,113,43,1663,3119,9,4,15,No,3,low,Dual,2.0,7.0,7092,Touch,none,882.63
936,805,0.6,88,1262,1538,3647,18,11,9,No,3,low,Single,1.0,2.0,34712,LCD,n,1161.67
937,764,1.0,152,361,511,3148,18,7,6,Yes,3,medium,Dual,1.0,2.0,14034,Touch,none,1004.68
938,894,0.2,130,104,541,2829,11,5,13,No,4,low,Single,5.0,15.0,54352,LCD,b,693.28
939,1589,0.4,84,618,940,2373,11,9,20,No,3,high,Single,9.0,16.0,46565,Touch,none,988.81
940,1456,0.1,80,815,1666,3998,6,3,13,No,4,medium,Dual,9.0,10.0,39618,Touch,none,1355.89
941,743,0.3,95,1587,1659,316,19,10,4,No,4,low,Dual,,1.0,33254,LCD,none,802.26
942,1061,0.1,109,138,1330,999,16,12,9,Yes,4,medium,Single,3.0,4.0,52056,Touch,none,830.62
943,1428,0.1,153,584,983,1808,12,8,13,Yes,2,medium,Single,,2.0,7649,Touch,none,783.31
944,674,0.2,93,750,772,589,18,6,4,Yes,4,high,Dual,,,8780,Touch,none,647.78
945,832,0.3,93,820,1366,3317,8,0,19,No,4,medium,Single,,,46778,Touch,none,897.59
946,1625,0.1,107,8,1219,670,16,3,8,Yes,4,low,Dual,2.0,17.0,50431,LCD,none,851.57
947,907,0.2,151,171,507,584,11,9,6,No,3,medium,Dual,3.0,16.0,42067,LCD,none,581.53
948,1631,0.5,166,960,1735,2173,12,3,8,No,4,low,Single,2.0,16.0,13517,Touch,none,1235.58
949,1584,0.6,135,160,1291,1561,10,5,17,Yes,2,medium,Single,6.0,15.0,41647,LCD,g,725.41
950,1382,0.3,199,612,719,2073,16,7,9,Yes,4,low,Single,7.0,18.0,13666,LCD,a,778.54
951,633,0.7,102,709,1915,1401,19,14,11,Yes,4,medium,Single,,10.0,46116,Touch,none,705.69
952,1444,0.4,104,624,917,3764,14,9,10,Yes,2,medium,Single,9.0,16.0,38475,LCD,none,979.54
953,852,0.4,147,538,730,1275,13,7,12,Yes,4,medium,Dual,6.0,7.0,54679,LCD,n,915.01
954,922,1.0,157,1295,1808,1464,17,4,12,Yes,4,low,Single,,14.0,47576,LCD,b,950.64
955,1745,0.1,159,1164,1908,2885,13,11,5,No,4,medium,Dual,4.0,16.0,57837,Touch,n,1156.66
956,862,0.1,107,829,1977,3458,9,4,9,No,4,high,Single,9.0,14.0,6632,Touch,b,746.53
957,1754,1.0,101,199,1452,3019,11,6,19,Yes,4,medium,Dual,1.0,3.0,52212,LCD,g,1110.11
958,1008,1.0,109,825,1972,1083,6,4,6,No,2,high,Single,3.0,14.0,36360,LCD,none,645.91
959,1569,0.2,147,519,930,3538,18,1,15,No,3,low,Dual,3.0,13.0,33444,LCD,a,1024.26
960,1596,0.7,149,169,1190,2493,14,12,13,No,3,high,Dual,7.0,9.0,7641,Touch,a,931.44
961,1807,0.1,134,1734,1968,3726,8,5,15,Yes,4,low,Dual,2.0,6.0,61593,LCD,none,1547.99
962,1660,0.8,184,76,1165,1531,12,0,7,No,2,high,Dual,4.0,6.0,7766,LCD,none,844.62
963,1861,0.5,148,1698,1877,601,7,5,4,Yes,4,low,Single,4.0,8.0,55803,LCD,none,998.65
964,648,1.0,91,819,1997,2991,8,7,4,No,2,medium,Dual,4.0,19.0,8727,LCD,b,1080.44
965,1379,0.3,134,387,671,3912,11,2,19,No,2,low,Dual,1.0,17.0,18900,Touch,a,1141.01
966,1910,0.6,115,985,1284,309,8,4,10,Yes,2,medium,Single,,,34432,LCD,g,705.38
967,1807,0.5,155,970,974,323,9,3,3,No,4,medium,Dual,,,13467,Touch,n,812.4
968,1923,0.5,191,767,1759,1489,10,9,3,No,3,low,Dual,7.0,10.0,46429,Touch,n,1017.45
969,1345,0.1,162,512,1465,1322,9,2,15,Yes,4,high,Single,7.0,11.0,38621,LCD,none,866.87
970,904,0.2,102,56,760,1846,7,0,3,No,4,medium,Dual,5.0,9.0,14407,LCD,a,1022.68
971,1239,0.9,122,590,661,417,8,0,6,No,4,medium,Dual,5.0,10.0,52926,LCD,b,706.37
972,1330,0.8,84,462,1304,3269,19,6,8,No,4,low,Single,6.0,12.0,52422,Touch,none,1215.35
973,516,0.9,138,126,698,3731,17,13,15,Yes,2,low,Dual,1.0,12.0,30764,LCD,none,579.64
974,672,0.9,95,578,1143,667,17,8,14,Yes,2,low,Dual,,11.0,54701,LCD,none,398.3
975,892,0.4,94,655,1782,1241,12,3,9,Yes,4,low,Single,,18.0,47629,LCD,n,829.17
976,1778,0.5,101,1028,1445,3941,19,6,13,No,4,low,Single,,11.0,23258,LCD,none,910.12
977,1130,0.1,132,88,1261,1018,17,1,16,Yes,4,high,Single,4.0,14.0,58632,LCD,none,850.9
978,1359,0.3,86,1692,1902,3142,19,3,17,No,2,low,Single,4.0,6.0,59562,Touch,g,915.02
979,1866,0.8,89,358,1782,1444,7,4,20,Yes,4,high,Dual,3.0,9.0,47719,LCD,none,905.71
980,1597,0.4,89,64,1667,934,16,10,9,No,2,high,Single,11.0,14.0,34319,Touch,none,512.72
981,1046,0.2,100,259,1040,3863,17,12,9,Yes,4,high,Dual,,,58631,Touch,g,1042.04
982,1035,0.5,99,236,1960,3506,14,5,12,No,4,low,Dual,2.0,3.0,44294,Touch,none,892.66
983,1175,0.3,164,873,1394,1944,9,4,9,Yes,3,medium,Single,2.0,9.0,19828,Touch,none,800.57
984,1261,0.2,90,858,1591,348,14,9,14,Yes,4,low,Dual,,,11005,LCD,b,776.5
985,1068,0.5,124,1405,1910,550,12,8,6,No,3,low,Dual,9.0,15.0,51576,Touch,none,982.71
986,1713,0.9,104,237,890,971,11,10,10,No,4,high,Dual,5.0,17.0,20492,LCD,none,828.65
987,1688,0.2,170,650,864,3984,17,14,8,No,4,high,Single,,,21495,Touch,a,1434.99
988,1413,0.4,104,1949,1994,2973,17,8,15,Yes,4,low,Dual,4.0,6.0,45128,LCD,b,1249.24
989,559,0.4,82,541,823,2019,10,4,16,Yes,3,low,Single,10.0,14.0,11512,Touch,b,721.64
990,1483,0.6,146,361,1552,1587,9,4,19,Yes,2,high,Dual,13.0,19.0,19069,LCD,none,731.88
991,860,0.5,187,335,1463,1870,17,2,18,Yes,3,medium,Dual,13.0,18.0,48337,LCD,none,668.92
992,1090,0.1,91,1638,1910,1352,5,1,11,No,2,medium,Dual,5.0,16.0,27490,Touch,none,657.96
993,686,0.3,91,1109,1392,570,7,6,19,Yes,2,low,Single,11.0,15.0,2869,Touch,none,480.13
994,818,0.9,177,111,510,546,12,6,7,No,3,medium,Single,14.0,15.0,43376,Touch,b,568.02
995,1456,0.2,193,1285,1427,3624,12,11,16,No,3,medium,Dual,5.0,20.0,49859,Touch,none,741.75
